ID,IPO Date,Symbol,Company Name,IPO Price,Current,Return
951,"Jan 28, 2021",ZIM,ZIM Integrated Shipping Services,$15.00,$52.12,247.47%
952,"Jan 28, 2021",VINP,Vinci Partners Investments,$18.00,$11.01,-38.83%
953,"Jan 27, 2021",FSSI,Fortistar Sustainable Solutions,$10.00,$9.74,-2.60%
954,"Jan 27, 2021",CLIM,Climate Real Impact Solutions II Acquisition,$10.00,$9.78,-2.20%
955,"Jan 27, 2021",SHLS,Shoals Technologies Group,$25.00,$25.76,3.04%
956,"Jan 27, 2021",HCAQ,HealthCor Catalio Acquisition,$10.00,$10.43,4.30%
957,"Jan 27, 2021",CSTA,Constellation Acquisition I,$10.00,$9.77,-2.30%
958,"Jan 27, 2021",TIRX,Tian Ruixiang Holdings,$4.00,$1.61,-59.75%
959,"Jan 27, 2021",CAHC,CA Healthcare Acquisition,$10.00,$9.94,-0.60%
960,"Jan 26, 2021",LMAO,LMF Acquisition Opportunities,$10.00,$10.03,0.30%
961,"Jan 26, 2021",LMDX,LumiraDx,$0.00,$9.02,0.00%
962,"Jan 26, 2021",DHHC,DiamondHead Holdings,$10.00,$9.72,-2.80%
963,"Jan 26, 2021",HCII,Hudson Executive Investment II,$10.00,$9.75,-2.50%
964,"Jan 26, 2021",BIOT,Biotech Acquisition Company,$10.00,$9.82,-1.80%
965,"Jan 26, 2021",DNZ,D & Z Media Acquisition,$10.00,$9.75,-2.50%
966,"Jan 26, 2021",NSTB,Northern Star Investment II,$10.00,$9.72,-2.80%
967,"Jan 26, 2021",BTNB,Bridgetown 2 Holdings,$10.00,$9.89,-1.10%
968,"Jan 26, 2021",EZGO,EZGO Technologies,$4.00,$1.75,-56.25%
969,"Jan 26, 2021",SSAA,Science Strategic Acquisition Alpha,$10.00,$9.74,-2.60%
970,"Jan 22, 2021",HUDI,Huadi International Group Co.,$8.00,$32.32,304.00%
971,"Jan 22, 2021",PV,Primavera Capital Acquisition,$10.00,$9.75,-2.50%
972,"Jan 22, 2021",JCIC,Jack Creek Investment,$10.00,$9.77,-2.30%
973,"Jan 22, 2021",NAAC,North Atlantic Acquisition,$10.00,$9.83,-1.70%
974,"Jan 22, 2021",PAX,Patria Investments,$17.00,$16.02,-5.76%
975,"Jan 22, 2021",WEJO,Wejo Group,$0.00,$5.28,0.00%
976,"Jan 22, 2021",LMACA,Liberty Media Acquisition,$10.00,$10.25,2.50%
977,"Jan 22, 2021",RLX,RLX Technology,$12.00,$3.76,-68.67%
978,"Jan 22, 2021",EUSG,European Sustainable Growth Acquisition,$10.00,$9.81,-1.90%
979,"Jan 22, 2021",OEPW,One Equity Partners Open Water I,$10.00,$9.72,-2.80%
980,"Jan 22, 2021",MNTK,Montauk Renewables,$8.50,$10.20,20.00%
981,"Jan 22, 2021",VOSO,Virtuoso Acquisition,$10.00,$14.51,45.10%
982,"Jan 22, 2021",SHAC,SCP & CO Healthcare Acquisition Company,$10.00,$9.75,-2.50%
983,"Jan 21, 2021",DFH,Dream Finders Homes,$13.00,$18.65,43.46%
984,"Jan 21, 2021",MYTE,MYT Netherlands Parent B.V.,$26.00,$21.02,-19.15%
985,"Jan 20, 2021",LEGO,Legato Merger,$10.00,$11.25,12.50%
986,"Jan 20, 2021",GMII,Gores Metropoulos II,$10.00,$9.87,-1.30%
987,"Jan 20, 2021",OSTR,Oyster Enterprises Acquisition,$10.00,$9.75,-2.50%
988,"Jan 20, 2021",GMBT,Queen's Gambit Growth Capital,$10.00,$9.87,-1.30%
989,"Jan 20, 2021",TZPS,TZP Strategies Acquisition,$10.00,$9.75,-2.50%
990,"Jan 20, 2021",FOXW,FoxWayne Enterprises Acquisition,$10.00,$9.92,-0.80%
991,"Jan 15, 2021",HCIC,Hennessy Capital Investment V,$10.00,$9.84,-1.60%
992,"Jan 15, 2021",HCCC,Healthcare Capital,$10.00,$9.86,-1.40%
993,"Jan 15, 2021",AEAC,Authentic Equity Acquisition,$10.00,$9.75,-2.50%
994,"Jan 15, 2021",GNAC,Group Nine Acquisition,$10.00,$9.75,-2.50%
995,"Jan 15, 2021",ADER,26 Capital Acquisition,$10.00,$9.83,-1.70%
996,"Jan 15, 2021",DRVN,Driven Brands Holdings,$22.00,$31.64,43.82%
997,"Jan 15, 2021",PLTK,Playtika Holding,$27.00,$18.01,-33.30%
998,"Jan 15, 2021",CLAS,Class Acceleration,$10.00,$9.72,-2.80%
999,"Jan 15, 2021",TBA,Thoma Bravo Advantage,$10.00,$0.00,0.00%
1000,"Jan 15, 2021",OCAX,OCA Acquisition,$10.00,$9.97,-0.30%
1001,"Jan 15, 2021",ROT,Rotor Acquisition,$10.00,$10.05,0.50%
1002,"Jan 15, 2021",EAC,Edify Acquisition,$10.00,$9.74,-2.60%
1003,"Jan 14, 2021",POSH,Poshmark,$42.00,$18.70,-55.48%
1004,"Jan 14, 2021",WOOF,Petco Health And Wellness Company,$18.00,$19.59,8.83%
1005,"Jan 14, 2021",ENVI,Environmental Impact Acquisition,$10.00,$9.97,-0.30%
1006,"Jan 14, 2021",MON,Monument Circle Acquisition,$10.00,$9.77,-2.30%
1007,"Jan 14, 2021",SLCR,Silver Crest Acquisition,$10.00,$9.78,-2.20%
1008,"Jan 13, 2021",PNTM,Pontem,$10.00,$9.80,-2.00%
1009,"Jan 13, 2021",HLAH,Hamilton Lane Alliance Holdings I,$10.00,$9.76,-2.40%
1010,"Jan 13, 2021",FINM,Marlin Technology,$10.00,$9.76,-2.40%
1011,"Jan 13, 2021",NGAB,Northern Genesis Acquisition II,$10.00,$9.93,-0.70%
1012,"Jan 13, 2021",MSGM,Motorsport Games,$20.00,$4.45,-77.75%
1013,"Jan 13, 2021",FCAX,Fortress Capital Acquisition,$10.00,$9.77,-2.30%
1014,"Jan 13, 2021",DLCA,Deep Lake Capital Acquisition,$10.00,$9.76,-2.40%
1015,"Jan 13, 2021",AFRM,Affirm Holdings,$49.00,$103.63,111.49%
1016,"Jan 12, 2021",SWET,Athlon Acquisition,$10.00,$9.73,-2.70%
1017,"Jan 12, 2021",KUKE,Kuke Music Holding,$10.00,$4.00,-59.96%
1018,"Jan 12, 2021",GPAC,Global Partner Acquisition II,$10.00,$9.70,-3.00%
1019,"Jan 12, 2021",QLI,Qilian International Holding Group,$5.00,$2.91,-41.80%
1020,"Jan 12, 2021",ADEX,Adit EdTech Acquisition,$10.00,$9.88,-1.25%
1021,"Jan 12, 2021",BCYP,Big Cypress Acquisition,$10.00,$8.44,-15.60%
1022,"Jan 12, 2021",ENFA,890 5th Avenue Partners,$10.00,$9.62,-3.80%
1023,"Jan 11, 2021",LJAQ,LightJump Acquisition,$10.00,$9.88,-1.20%
1024,"Jan 8, 2021",POW,Powered Brands,$10.00,$9.78,-2.20%
1025,"Jan 8, 2021",PACX,Pioneer Merger,$10.00,$9.85,-1.50%
1026,"Jan 8, 2021",PAQC,Provident Acquisition,$10.00,$9.71,-2.90%
1027,"Jan 8, 2021",EPHY,Epiphany Technology Acquisition,$10.00,$9.76,-2.40%
1028,"Jan 8, 2021",CGEM,Cullinan Oncology,$21.00,$16.53,-21.29%
1029,"Jan 8, 2021",TMKR,Tastemaker Acquisition,$10.00,$9.81,-1.90%
1030,"Jan 8, 2021",GRCL,Gracell Biotechnologies,$19.00,$6.46,-66.00%
1031,"Jan 8, 2021",SVFA,SVF Investment,$10.00,$9.97,-0.30%
1032,"Jan 8, 2021",SWBK,Switchback II,$10.00,$9.35,-6.50%
1033,"Jan 8, 2021",GSAQ,Global Synergy Acquisition,$10.00,$9.86,-1.40%
1034,"Jan 8, 2021",EPWR,Empowerment & Inclusion Capital I,$10.00,$9.75,-2.50%
1035,"Jan 8, 2021",PRSR,Prospector Capital,$10.00,$9.72,-2.80%
1036,"Jan 8, 2021",LWAC,Locust Walk Acquisition,$10.00,$16.98,69.80%
1037,"Jan 8, 2021",LHC,Leo Holdings II,$10.00,$9.75,-2.50%
1038,"Jan 8, 2021",MCAD,Mountain Crest Acquisition II,$10.00,$10.43,4.30%
1039,"Jan 8, 2021",KLAQ,KL Acquisition,$10.00,$9.79,-2.10%
1040,"Jan 7, 2021",VCKA,Vickers Vantage I,$10.00,$10.06,0.60%
1041,"Jan 7, 2021",BLTS,Bright Lights Acquisition,$10.00,$9.85,-1.50%
1042,"Jan 7, 2021",IVAN,Ivanhoe Capital Acquisition,$10.00,$9.92,-0.80%
1043,"Jan 7, 2021",INKA,KludeIn I Acquisition,$10.00,$9.84,-1.60%
1044,"Jan 7, 2021",OMEG,Omega Alpha SPAC,$10.00,$9.75,-2.50%
1045,"Jan 7, 2021",VTIQ,VectoIQ Acquisition II,$10.00,$9.74,-2.60%
1046,"Jan 7, 2021",AGCB,Altimeter Growth 2,$10.00,$9.82,-1.80%
1047,"Jan 6, 2021",PPGH,Poema Global Holdings,$10.00,$9.89,-1.10%
1048,"Jan 6, 2021",AKIC,Sports Ventures Acquisition,$10.00,$9.78,-2.20%
1049,"Jan 6, 2021",KAIR,Kairos Acquisition,$10.00,$9.76,-2.40%
1050,"Jan 6, 2021",STPC,Star Peak II,$10.00,$9.87,-1.30%
1051,"Jan 5, 2021",BENE,Benessere Capital Acquisition,$10.00,$10.13,1.30%
1052,"Jan 5, 2021",FVT,Fortress Value Acquisition III,$10.00,$9.77,-2.30%
1053,"Jan 5, 2021",CRU,Crucible Acquisition,$10.00,$9.75,-2.50%
1054,"Dec 29, 2020",MRM,Medirom Healthcare Technologies,$15.00,$6.38,-57.48%
1055,"Dec 24, 2020",VTAQ,Ventoux CCM Acquisition,$10.00,$10.02,0.20%
1056,"Dec 23, 2020",IKT,Inhibikase Therapeutics,$10.00,$1.64,-83.60%
1057,"Dec 23, 2020",HCAR,Healthcare Services Acquisition,$10.00,$9.76,-2.40%
1058,"Dec 23, 2020",VHAQ,Viveon Health Acquisition,$10.00,$10.03,0.30%
1059,"Dec 23, 2020",CFIV,CF Acquisition IV,$10.00,$9.78,-2.25%
1060,"Dec 23, 2020",VII,7GC & Co. Holdings,$10.00,$9.76,-2.40%
1061,"Dec 23, 2020",GBS,"GBS, Inc.",$17.00,$1.41,-91.71%
1062,"Dec 21, 2020",ACKIT,Ackrell SPAC Partners I Co.,$10.00,$10.10,1.00%
1063,"Dec 18, 2020",SVOK,Seven Oaks Acquisition,$10.00,$9.08,-9.20%
1064,"Dec 18, 2020",MTAC,MedTech Acquisition,$10.00,$9.92,-0.85%
1065,"Dec 18, 2020",GFX,Golden Falcon Acquisition,$10.00,$9.75,-2.50%
1066,"Dec 18, 2020",IIII,Insu Acquisition III,$10.00,$9.77,-2.30%
1067,"Dec 18, 2020",DUNE,Dune Acquisition,$10.00,$9.87,-1.30%
1068,"Dec 18, 2020",MASS,908 Devices,$20.00,$25.98,29.90%
1069,"Dec 17, 2020",VIRI,Virios Therapeutics,$10.00,$5.78,-42.20%
1070,"Dec 17, 2020",MDWT,Midwest Holding,$70.00,$15.94,-77.23%
1071,"Dec 17, 2020",SCOA,ScION Tech Growth I,$10.00,$9.76,-2.40%
1072,"Dec 17, 2020",COOL,Corner Growth Acquisition,$10.00,$9.78,-2.20%
1073,"Dec 16, 2020",CCV,Churchill Capital Corp V,$10.00,$9.87,-1.31%
1074,"Dec 16, 2020",BCAB,BioAtla,$18.00,$19.97,10.94%
1075,"Dec 16, 2020",WISH,ContextLogic,$24.00,$3.54,-85.25%
1076,"Dec 16, 2020",UPST,Upstart Holdings,$20.00,$149.48,647.40%
1077,"Dec 16, 2020",SCPS,Scopus Biopharma,$5.50,$2.06,-62.55%
1078,"Dec 15, 2020",BLUW,Blue Water Acquisition,$10.00,$9.63,-3.70%
1079,"Dec 15, 2020",WNW,Wunong Net Technology Company,$5.00,$2.35,-53.00%
1080,"Dec 15, 2020",OCG,Oriental Culture Holding,$4.00,$4.78,19.50%
1081,"Dec 15, 2020",MRAC,Marquee Raine Acquisition,$10.00,$10.92,9.20%
1082,"Dec 15, 2020",ATA,Americas Technology Acquisition,$10.00,$10.13,1.30%
1083,"Dec 15, 2020",KINZ,Kins Technology Group,$10.00,$9.97,-0.30%
1084,"Dec 11, 2020",CBAH,CBRE Acquisition Holdings,$10.00,$10.75,7.50%
1085,"Dec 11, 2020",NBTX,Nanobiotix,$13.50,$7.95,-41.11%
1086,"Dec 11, 2020",FDMT,4D Molecular Therapeutics,$23.00,$20.99,-8.74%
1087,"Dec 11, 2020",GHVI,Gores Holdings VI,$10.00,$14.47,44.70%
1088,"Dec 11, 2020",DWIN,Delwinds Insurance Acquisition,$10.00,$9.87,-1.30%
1089,"Dec 11, 2020",VVOS,Vivos Therapeutics,$6.00,$2.73,-54.50%
1090,"Dec 11, 2020",ABCL,AbCellera Biologics,$20.00,$15.74,-21.30%
1091,"Dec 11, 2020",ROCC,Roth CC Acquisition II,$10.00,$9.49,-5.10%
1092,"Dec 11, 2020",CERT,Certara,$23.00,$28.58,24.26%
1093,"Dec 11, 2020",EDTX,EdtechX Holdings Acquisition II,$10.00,$9.99,-0.10%
1094,"Dec 11, 2020",TVAC,Thayer Ventures Acquisition,$10.00,$10.16,1.60%
1095,"Dec 11, 2020",SNRH,Senior Connect Acquisition I,$10.00,$9.74,-2.60%
1096,"Dec 11, 2020",MOTV,Motive Capital,$10.00,$9.88,-1.20%
1097,"Dec 11, 2020",GLAQ,Globis Acquisition,$10.00,$10.12,1.15%
1098,"Dec 10, 2020",ABNB,Airbnb,$68.00,$165.66,143.62%
1099,"Dec 10, 2020",CTAQ,Carney Technology Acquisition II,$10.00,$9.77,-2.30%
1100,"Dec 10, 2020",PCPC,Periphas Capital Partnering,$25.00,$24.30,-2.80%
1101,"Dec 10, 2020",RMGB,RMG Acquisition II,$10.00,$8.85,-11.50%
1102,"Dec 10, 2020",HYFM,Hydrofarm Holdings Group,$20.00,$27.29,36.45%
1103,"Dec 9, 2020",AI,C3.ai,$42.00,$33.64,-19.90%
1104,"Dec 9, 2020",FLAC,Frazier Lifesciences Acquisition,$10.00,$9.79,-2.10%
1105,"Dec 9, 2020",ALTU,Altitude Acquisition,$10.00,$9.86,-1.40%
1106,"Dec 9, 2020",HMCO,HumanCo Acquisition,$10.00,$9.76,-2.40%
1107,"Dec 9, 2020",NEBC,Nebula Caravel Acquisition,$10.00,$10.99,9.90%
1108,"Dec 9, 2020",DASH,DoorDash,$102.00,$151.61,48.64%
1109,"Dec 9, 2020",PUBM,PubMatic,$20.00,$35.39,76.95%
1110,"Dec 8, 2020",RAAC,Revolution Acceleration Acquisition,$10.00,$9.30,-7.00%
1111,"Dec 8, 2020",CND,Concord Acquisition,$10.00,$10.33,3.30%
1112,"Dec 8, 2020",DDMX,DD3 Acquisition II,$10.00,$9.42,-5.80%
1113,"Dec 8, 2020",MUDS,Mudrick Capital Acquisition II,$10.00,$9.92,-0.80%
1114,"Dec 4, 2020",SGTX,Sigilon Therapeutics,$18.00,$2.85,-84.17%
1115,"Dec 4, 2020",PTIC,Proptech Investment Corporation II,$10.00,$9.75,-2.50%
1116,"Dec 4, 2020",SEER,"Seer, Inc.",$19.00,$24.09,26.79%
1117,"Dec 4, 2020",FTCV,FinTech Acquisition V,$10.00,$9.85,-1.50%
1118,"Dec 4, 2020",SBTX,Silverback Therapeutics,$21.00,$6.77,-67.76%
1119,"Dec 4, 2020",YQ,17 Education & Technology Group,$10.50,$1.28,-87.81%
1120,"Dec 3, 2020",DCBO,Docebo,$52.21,$67.36,29.02%
1121,"Dec 3, 2020",FPAC,Far Peak Acquisition,$10.00,$10.09,0.90%
1122,"Dec 3, 2020",LOKB,Live Oak Acquisition Corp II,$10.00,$13.38,33.80%
1123,"Dec 3, 2020",SPFR,Jaws Spitfire Acquisition,$10.00,$8.44,-15.60%
1124,"Dec 3, 2020",KNTE,Kinnate Biopharma,$20.00,$17.36,-13.20%
1125,"Dec 3, 2020",HTPA,Highland Transcend Partners I,$10.00,$9.94,-0.60%
1126,"Dec 2, 2020",RSVA,Rodgers Silicon Valley Acquisition,$10.00,$20.36,103.60%
1127,"Dec 2, 2020",TACA,Trepont Acquisition I,$10.00,$9.97,-0.30%
1128,"Dec 2, 2020",CAP,Capitol Investment V,$10.00,$7.95,-20.50%
1129,"Nov 30, 2020",SGAM,Seaport Global Acquisition,$10.00,$9.62,-3.80%
1130,"Nov 25, 2020",SPRQ,Spartan Acquisition II,$10.00,$9.46,-5.40%
1131,"Nov 25, 2020",FRX,Forest Road Acquisition,$10.00,$12.00,20.00%
1132,"Nov 24, 2020",SV,Spring Valley Acquisition,$10.00,$10.03,0.30%
1133,"Nov 24, 2020",GNPK,Genesis Park Acquisition,$10.00,$10.50,5.00%
1134,"Nov 24, 2020",TINV,Tiga Acquisition,$10.00,$10.12,1.20%
1135,"Nov 24, 2020",VMAR,Vision Marine Technologies,$10.00,$5.13,-48.70%
1136,"Nov 24, 2020",HFEN,HF Enterprises,$7.00,$6.15,-12.14%
1137,"Nov 24, 2020",VCVC,10X Capital Venture Acquisition,$10.00,$9.85,-1.50%
1138,"Nov 24, 2020",OZON,Ozon Holdings,$30.00,$31.22,4.07%
1139,"Nov 23, 2020",BREZ,Breeze Holdings Acquisition,$10.00,$10.21,2.10%
1140,"Nov 20, 2020",KWAC,Kingswood Acquisition,$10.00,$10.13,1.30%
1141,"Nov 20, 2020",LSAQ,LifeSci Acquisition II,$10.00,$9.01,-9.90%
1142,"Nov 20, 2020",SHC,Sotera Health Company,$23.00,$23.17,0.74%
1143,"Nov 20, 2020",ARBG,Aequi Acquisition,$10.00,$9.78,-2.20%
1144,"Nov 20, 2020",MRVI,Maravai LifeSciences Holdings,$27.00,$41.38,53.26%
1145,"Nov 20, 2020",CAS,Cascade Acquisition,$10.00,$9.95,-0.50%
1146,"Nov 20, 2020",OCA,Omnichannel Acquisition,$10.00,$9.92,-0.80%
1147,"Nov 19, 2020",IIAC,Investindustrial Acquisition,$10.00,$10.14,1.40%
1148,"Nov 19, 2020",CHFW,Consonance-HFW Acquisition,$10.00,$9.79,-2.10%
1149,"Nov 19, 2020",NGMS,NeoGames,$17.00,$27.29,60.53%
1150,"Nov 19, 2020",LNFA,L&F Acquisition,$10.00,$10.04,0.40%
1151,"Nov 19, 2020",TLS,Telos,$17.00,$15.84,-6.82%
1152,"Nov 19, 2020",YSG,Yatsen Holding,$10.50,$1.96,-81.33%
1153,"Nov 19, 2020",RTPZ,Reinvent Technology Partners Z,$10.00,$9.79,-2.10%
1154,"Nov 19, 2020",JYAC,Jiya Acquisition,$10.00,$9.78,-2.20%
1155,"Nov 19, 2020",OLMA,Olema Pharmaceuticals,$19.00,$9.78,-48.53%
1156,"Nov 18, 2020",PHIC,Population Health Investment Co.,$10.00,$9.74,-2.60%
1157,"Nov 17, 2020",DGNS,Dragoneer Growth Opportunities II,$10.00,$10.20,2.00%
1158,"Nov 17, 2020",ZNTE,Zanite Acquisition,$10.00,$10.17,1.70%
1159,"Nov 17, 2020",PIPP,Pine Island Acquisition,$10.00,$9.92,-0.80%
1160,"Nov 17, 2020",OTRA,OTR Acquisition,$10.00,$10.11,1.10%
1161,"Nov 13, 2020",CFAC,CF Finance Acquisition III,$10.00,$8.97,-10.30%
1162,"Nov 13, 2020",HAAC,Health Assurance Acquisition,$10.00,$9.78,-2.20%
1163,"Nov 13, 2020",DMYI,"dMY Technology Group, Inc. III",$10.00,$10.40,4.00%
1164,"Nov 13, 2020",BWAC,Better World Acquisition,$10.00,$10.17,1.70%
1165,"Nov 11, 2020",NOAC,Natural Order Acquisition,$10.00,$9.77,-2.30%
1166,"Nov 11, 2020",STIC,Northern Star Acquisition,$10.00,$12.19,21.90%
1167,"Nov 10, 2020",ADOC,Edoc Acquisition,$10.00,$10.21,2.11%
1168,"Nov 10, 2020",TSIA,TS Innovation Acquisitions,$10.00,$10.83,8.30%
1169,"Nov 6, 2020",DBDR,Roman DBDR Tech Acquisition,$10.00,$9.99,-0.10%
1170,"Oct 30, 2020",AVIR,Atea Pharmaceuticals,$24.00,$8.56,-64.33%
1171,"Oct 30, 2020",NBA,New Beginnings Acquisition,$10.00,$9.75,-2.50%
1172,"Oct 30, 2020",SQZ,SQZ Biotechnologies Company,$16.00,$9.42,-41.13%
1173,"Oct 30, 2020",JUPW,Jupiter Wellness,$7.50,$1.39,-81.47%
1174,"Oct 30, 2020",BHSE,Bull Horn Holdings,$10.00,$9.99,-0.10%
1175,"Oct 30, 2020",CONX,CONX Corp.,$10.00,$9.78,-2.20%
1176,"Oct 30, 2020",LU,Lufax Holding,$13.50,$5.72,-57.63%
1177,"Oct 29, 2020",LESL,Leslie's,$17.00,$22.98,35.18%
1178,"Oct 29, 2020",GLTO,Galecto,$15.00,$3.00,-80.00%
1179,"Oct 29, 2020",DSAC,Duddell Street Acquisition,$10.00,$9.89,-1.10%
1180,"Oct 29, 2020",ALGM,Allegro MicroSystems,$14.00,$33.83,141.64%
1181,"Oct 28, 2020",ACIC,Atlas Crest Investment,$10.00,$9.48,-5.20%
1182,"Oct 28, 2020",BOAC,Bluescape Opportunities Acquisition,$10.00,$9.79,-2.10%
1183,"Oct 28, 2020",AJAX,Ajax I,$10.00,$8.72,-12.80%
1184,"Oct 28, 2020",MAX,MediaAlpha,$19.00,$15.39,-19.00%
1185,"Oct 28, 2020",GATO,Gatos Silver,$7.00,$10.71,53.00%
1186,"Oct 28, 2020",ABST,Absolute Software,$11.00,$9.31,-15.36%
1187,"Oct 28, 2020",BDSX,Biodesix,$18.00,$4.46,-75.22%
1188,"Oct 28, 2020",ROOT,"Root, Inc.",$27.00,$3.16,-88.30%
1189,"Oct 27, 2020",MACU,Mallard Acquisition,$10.00,$10.02,0.20%
1190,"Oct 27, 2020",LUXA,Lux Health Tech Acquisition,$10.00,$9.88,-1.20%
1191,"Oct 23, 2020",ACAC,Acies Acquisition,$10.00,$8.39,-16.10%
1192,"Oct 23, 2020",EUCR,Eucrates Biomedical Acquisition,$10.00,$9.80,-2.00%
1193,"Oct 23, 2020",FHTX,Foghorn Therapeutics,$16.00,$20.13,25.81%
1194,"Oct 23, 2020",ATAC,Altimar Acquisition,$10.00,$10.01,0.10%
1195,"Oct 22, 2020",BLSA,BCLS Acquisition,$10.00,$9.85,-1.50%
1196,"Oct 22, 2020",YSAC,Yellowstone Acquisition Company,$10.00,$10.16,1.60%
1197,"Oct 22, 2020",TEKK,Tekkorp Digital Acquisition,$10.00,$9.89,-1.10%
1198,"Oct 22, 2020",GHLD,Guild Holdings Company,$15.00,$14.20,-5.33%
1199,"Oct 22, 2020",CTAC,Cerberus Telecom Acquisition,$10.00,$7.81,-21.90%
1200,"Oct 22, 2020",ABCM,Abcam,$17.50,$21.52,22.97%
1201,"Oct 22, 2020",MCFE,McAfee,$20.00,$25.76,28.80%
1202,"Oct 22, 2020",RICE,Rice Acquisition,$10.00,$18.27,82.70%
1203,"Oct 21, 2020",SRSA,Sarissa Capital Acquisition,$10.00,$9.78,-2.20%
1204,"Oct 21, 2020",YGMZ,MingZhu Logistics Holdings,$4.00,$1.83,-54.25%
1205,"Oct 21, 2020",LFTR,Lefteris Acquisition,$10.00,$9.75,-2.50%
1206,"Oct 21, 2020",HIGA,H.I.G. Acquisition,$10.00,$9.78,-2.20%
1207,"Oct 21, 2020",XPOA,DPCM Capital,$10.00,$9.81,-1.90%
1208,"Oct 21, 2020",SPNV,Supernova Partners Acquisition Company,$10.00,$8.80,-12.00%
1209,"Oct 21, 2020",MSP,Datto Holding,$27.00,$26.70,-1.11%
1210,"Oct 20, 2020",DCRB,Decarbonization Plus Acquisition,$10.00,$10.33,3.30%
1211,"Oct 20, 2020",GWAC,Good Works Acquisition,$10.00,$10.50,5.00%
1212,"Oct 20, 2020",HLXA,Helix Acquisition,$10.00,$9.95,-0.50%
1213,"Oct 20, 2020",HZON,Horizon Acquisition II,$10.00,$9.81,-1.90%
1214,"Oct 16, 2020",EAR,Eargo,$18.00,$4.83,-73.17%
1215,"Oct 16, 2020",KRBP,Kiromic BioPharma,$12.00,$1.54,-87.17%
1216,"Oct 16, 2020",TARS,Tarsus Pharmaceuticals,$16.00,$26.88,68.00%
1217,"Oct 16, 2020",OPT,Opthea,$13.50,$7.47,-44.67%
1218,"Oct 16, 2020",PRAX,Praxis Precision Medicines,$19.00,$19.01,0.05%
1219,"Oct 16, 2020",ALGS,Aligos Therapeutics,$15.00,$11.87,-20.87%
1220,"Oct 16, 2020",BTWN,Bridgetown Holdings,$10.00,$9.80,-2.00%
1221,"Oct 16, 2020",TMPM,Turmeric Acquisition,$10.00,$9.74,-2.60%
1222,"Oct 15, 2020",MOTN,Motion Acquisition,$10.00,$10.25,2.50%
1223,"Oct 15, 2020",EBC,Eastern Bankshares,$10.00,$20.18,101.80%
1224,"Oct 15, 2020",ARRY,Array Technologies,$22.00,$16.24,-26.18%
1225,"Oct 15, 2020",TMTS,Spartacus Acquisition,$10.00,$10.86,8.60%
1226,"Oct 15, 2020",MNSO,Miniso Group Holding,$20.00,$10.32,-48.40%
1227,"Oct 14, 2020",CDAK,Codiak BioSciences,$15.00,$12.14,-19.07%
1228,"Oct 14, 2020",FVAM,5:01 Acquisition,$10.00,$9.84,-1.60%
1229,"Oct 9, 2020",IH,iHuman,$12.00,$2.95,-75.42%
1230,"Oct 9, 2020",SPRB,Spruce Biosciences,$15.00,$4.17,-72.20%
1231,"Oct 9, 2020",KRON,Kronos Bio,$19.00,$15.24,-19.79%
1232,"Oct 9, 2020",LCY,Landcadia Holdings III,$10.00,$12.17,21.70%
1233,"Oct 9, 2020",INTZ,Intrusion,$8.00,$3.85,-51.88%
1234,"Oct 9, 2020",IPOF,Social Capital Hedosophia Holdings VI,$10.00,$10.22,2.20%
1235,"Oct 9, 2020",IPOE,Social Capital Hedosophia Holdings V,$10.00,$20.15,101.50%
1236,"Oct 9, 2020",IPOD,Social Capital Hedosophia Holdings IV,$10.00,$10.19,1.90%
1237,"Oct 9, 2020",STTK,Shattuck Labs,$17.00,$8.70,-48.82%
1238,"Oct 8, 2020",FUBO,FuboTV,$10.00,$16.96,69.60%
1239,"Oct 8, 2020",AZYO,Aziyo Biologics,$17.00,$6.79,-60.06%
1240,"Oct 8, 2020",PAIC,Petra Acquisition,$10.00,$10.20,2.00%
1241,"Oct 7, 2020",EMPW,Empower,$10.00,$9.80,-2.00%
1242,"Oct 7, 2020",NGAC,NextGen Acquisition,$10.00,$8.83,-11.70%
1243,"Oct 7, 2020",MAAC,Montes Archimedes Acquisition,$10.00,$9.35,-6.50%
1244,"Oct 7, 2020",SQFT,Presidio Property Trust,$5.00,$3.86,-22.80%
1245,"Oct 7, 2020",PACE,TPG Pace Tech Opportunities,$10.00,$11.20,12.00%
1246,"Oct 7, 2020",TPGY,TPG Pace Beneficial Finance,$10.00,$9.89,-1.10%
1247,"Oct 6, 2020",FMAC,FirstMark Horizon Acquisition,$10.00,$9.86,-1.40%
1248,"Oct 2, 2020",SEAH,Sports Entertainment Acquisition,$10.00,$9.95,-0.50%
1249,"Oct 2, 2020",IMNM,Immunome,$12.00,$15.51,29.25%
1250,"Oct 2, 2020",IACA,ION Acquisition Corp 1,$10.00,$10.54,5.40%
1251,"Oct 2, 2020",VGAC,VG Acquisition,$10.00,$10.99,9.90%
1252,"Oct 2, 2020",ASO,Academy Sports and Outdoors,$13.00,$40.17,209.00%
1253,"Oct 2, 2020",APSG,Apollo Strategic Growth Capital,$10.00,$9.86,-1.40%
1254,"Oct 2, 2020",VYGG,Vy Global Growth,$10.00,$9.81,-1.90%
1255,"Oct 2, 2020",ASAQ,Atlantic Street Acquisition,$10.00,$9.80,-2.00%
1256,"Oct 2, 2020",ONCR,Oncorus,$15.00,$5.34,-64.40%
1257,"Oct 2, 2020",AVAN,Avanti Acquisition,$10.00,$9.80,-2.00%
